1 t,	@vanessaliang sorry
1519 t,	@chrisadragna Maybe instead of a verb like 'Google it', Bing will become a descriptive noun like Edsel.
1520 t,	Alright, guys! Gonna write and compose songs.  BRB.
1521 t,	I'll leave na. Catch you later, guys
1522 t,	@melisadisti u're welcome
1523 t,	is finally going to bed. Should be a great day tomorrow, which would be amazing..
1524 t,	@BeDaddy our scene looks awesome
1525 t,	http://twitpic.com/663a6 - Seriously now.....THATs CUTE!  haha!
1526 t,	good night world, and as always, stay snazzy
1527 t,	@Mya152 Haha yes i agree it is good for getting the word out with news from the forum however
1528 t,	@dianeskie sure i will post it sa blog at sa flickr
1529 t,	@darwin23 OMG!!!! It always works for you!!! What's your freak'n secret?!! The force is with you!  congrats again heheh
1530 t,	But then again, gotta thank god for the people in my life who make me feel good
1531 t,	@tereshkova2001 Fishy requests at some point a pie that is just rhubarb.
1532 t,	@Heather_LB thanks for the follow up
1533 t,	@FrankieVizzle Hey, I love listening to u on the radio lol. 104.7kissfm in Phx
1534 t,	Will be going to lok lok birthday party later tonight. Its a first for me
1535 t,	She made me smile!... A really big smile
1536 t,	@deeessay Thanks dave!
1537 t,	goodnight! i can't wait to move in to our NEW house tommorrow!
1538 t,	Tests complete, &amp; is now working again in tweets, sorry for the mess
1539 t,	@franki_so_thicK
1540 t,	Chicago= Best city in the US! Hands down. Yay for tomorrow with Biz and yay for Evan visiting this weekend! It's gonna be fantastic!!!
1541 t,	Math can suck my cock.
1542 t,	reading other people updates
1543 t,	@___bridge___  we all have, but it never lasts!look up, ImproveLife is here with positive quotes 24/7 for you and all to cheer up
1544 t,	@_memoria we'll have plenty of time to learn the new songs. Haha that's so cute Jill. I mosdef told my parents about the song already.
1545 t,	@guhmshoo sure  http://blog.pitchengine.com/
1546 t,	@JoeKollege Hey.....forgot to say HI
1547 t,	@Noway57 @nazra Haha..you think I'm from Penang?what gave you that idea?but no.. I'm pure bred PJ people
1548 t,	@misskellyo you could always say yes and go shopping for your doggies
1549 t,	At 1020 with James
1550 t,	@Vampire_Cynical Mister Superstar.....one of my favourite songs
1551 t,	listening to &quot;talk you down&quot; by the script
1552 t,	Home relaxxin!  Excited about dis weeknd.. friday wit p0ps &amp; lil sis.. then saturday wit da rest of the fam for my nephew 1st bday party!
1553 t,	@MikemanxMiguel haha yes! I'll text and tweet when I can  I'm totally gonna miss u tho! we deff need to do the sunsplash thing!
1554 t,	&amp;nd I miss yuh most of all my darling
1555 t,	@imcudi So how was the movie?
1556 t,	@dannylaughin: Linked my Hulu account, I now have about 100 episodes set up for future playback
1557 t,	@fatboy951 &quot;@datxboii good night my baby.... I miss you&quot;  Awww....I love it!!
1558 t,	Jeffery Dean Morgan is HOT! Just thought I'd let you all know  hee hee!
1559 t,	Okay..... ready? I think this has been long enough.......
1560 t,	@1_50_1 Yeah everything is coming together. No nothing happened last night, I'm just IN LOVE  Heading over to LA soon  xx
1561 t,	New leather jacket
1562 t,	@daphnemaia Hehe yes Hello Kitty FTW (yes I'm secretly a Hello Kitty fan hehe)! You're very welcome
1563 t,	had lunch at MOF... Nice!
1564 t,	@singledout Hahahahahah! Vai ficar legal! Se fosse eu, usaria o termo Fï¿½CIO! Heheheh! Ploc Hair Style!
1565 t,	@nessa_all_over I totally did  @brodieSykes Doubt. I'll miss you just that little bit more  Oh. Yay. a surprise T_T  Loveyou.
1566 t,	Is tired at a good time of the night! That's a good thing!
1567 t,	Dave Matthew's Band tonight at Fenway...so excited
1568 t,	with MMO meme gas released, I can now go back to coding up a storm
1569 t,	is done with math, pkn, history. time to relax  http://plurk.com/p/wxjsm
1570 t,	@twephanie The Wave is coming!!!!   Awesome presentation Stephanie!!!!! Kudos to you and your team!!!!
1571 t,	@pirate_Nik are you looking for a home-based job? would you like to offer your services? please @ or DM me;I'll try to help you find work
1572 t,	@oakleyswitch Thanks, dahling!!   You ROCK! #followfriday
1573 t,	@Plasma_Ball1 @anoela1336 @Marieblue17 i made a movie check mysim page
1574 t,	i hate you more then seb
1575 t,	@ddlovato ! eeeeeeep! excited!  will you pretty please play new stuff at Wembley?
1576 t,	@CrazyBliss Goodnight
1577 t,	does not support those who cheat. Well not without some kind of incentive or bribe
1578 t,	@donnyeffrien I've 1 M + 1 F siblings ;) ... maybe I should post an old photo, u'll see what I mean about the resemblance to the boyscout
1579 t,	Someone complimented that I have a beautiful name. Thanks.. that just made my day..
1580 t,	@MrsSOsbourne hi
1581 t,	@MsRivercity its all good tho .. @sparkdawgmusic is family
1582 t,	@ddlovato YESPLZ! I love you girlie.
1583 t,	@iamdiddy Thats my album right there...Freshman year baby...    ...You don't forget that year
1584 t,	So I made it finally to work! the rest isnt even here yet! Why do I always run huh....  Anyways the sun is shining almost weekend!
1585 t,	@richkatmtl Ooh... good practice for getting the heart going though eh ?    Don't forget - it always happens when you least expect it!
1586 t,	@Fonzie954 You are correct! I had 2 forty dollar gift cards to spend at bath and body works.
1587 t,	@UmAlawi @orangeflowers robbed me of my me time
1588 t,	@therealTiffany hiiii  how are you?
1589 t,	I love orange juice with lots and lots of pulp.
1590 t,	@jonasbrothers http://twitpic.com/624qo - aw cute!   Happy Birthday Elvis!
1591 t,	Mamu is going to bank. Time to blast some Paramore/ Flyleaf/ Fireflight from the 5.1 speakers
1592 t,	90210 say wha????  &lt;3
1593 t,	@ree_c awwwh thanx mamaz ? i appreciate that, &amp; yea dey betta not say nun stupid lmao im Married so dey bettah watch it  lol
1594 t,	Who's bored and wants to get me some OTA links?
1595 t,	...Video of the day...Hope it changes your life   http://bit.ly/IphZP
1596 t,	@MissShonah hey there.... been a long day. About to head to the airport for the last time in this stint &amp; fly back to Brisbane
1597 t,	@savannahstern hey fuck the haters you rules
1598 t,	@travisbedard Try `leave username`
1599 t,	enjoyed celebrating Ava's 2nd birthday today.
1600 t,	I want to go see drag me to hell. That seems like a good movie. I love scary movies
1601 t,	Ok everyone have a great night I'm headed to B.E,D its 2:16am in New York City good night or should i say good morning
1602 t,	@ohmylaniaison Ohh, well, i suppose it could be worse, you could be writing about something you know nothing about whatsoever! haha
1603 t,	Wow......Omg! Some ppl r so suspect on here its not even funny! Damn! Wanna say somethin so bad but I'm keepin this 1 to myself! Lol
1604 t,	@PrettyxOrchid Hopefully you'll see them again real soon. Gotta say blows my mind an East Coast girl w/ so much Cali love. Muah!
1605 t,	the higher was SO amazing just as i expected ;) seth and the rest of the guys are awesome, cant wait for the new album
1606 t,	@officialTila Heard ya loud and clear lady!
1607 t,	@RachelLock22 wicked!  i hope hes somewhere on wednesday haha
1608 t,	@cLickercLoi Really? Cool. I study there too
1609 t,	@MrsSOsbourne you should follow me back since I was your 2nd follower  lol
1610 t,	@TheSUPERGIRL Cheese cake is only later on  shees! i bought so many fruits and like 10 type of cheeses !
1611 t,	@Djalfy our little dj is all famous with thousands of follows. of course your fanbase would double with another skirt vid
1612 t,	@JniceLOVE watching tv talkin 2 some people listening to drizzy &amp; trey's Still.  I love ya puppy! Take a pic!
1613 t,	just checking ..
1614 t,	Goodnight / day tweeple.  I'm off to enjoy some tweet dreams
1615 t,	I'm gonna workout at home and catch up on my shows!
1616 t,	@kmbar nothing is sexier than black love
1617 t,	@VampireBill NOOOO bill don't go   won't you bite me first?
1618 t,	um watching mulan eating rice drinking koolaid then going to bed
1619 t,	@Tiffuhkneexoxo Thanks Tiffany.....Why? Ummmmm why not!
1620 t,	Fact: CobraCam episode 7 was filmed in Milwaukee on BND. Just found that out  Now it's really time for sleep ;)
1621 t,	Decided on having #Cornflakes for breakfast and sparing the #Marshmallows for making #Smores  at the next #bbq...
1622 t,	The script is awsome!!! Hmph so bored. Am happy that I meet you 2night at starrbucks!! Txt me.
1623 t,	@hanifn well, I do wish u all the best!
1624 t,	Later today going to travelling funfair with godson, his sister and his mother. I'm the one whos taking him to rides
1625 t,	Booking some shows in san diego! Keep checking back to learn more!
1626 t,	@caitiebradica Yeah true. But I mean it must be a good song if they all tweeted about it
1627 t,	@fpres1079 yes! I'm really tempted to write another one but I won't lol I'll save that for tomorrow
1628 t,	@sfrocks would love to hold your hand on PeopleBrowsr  Here to help, if you have any questions. Cheers!
1629 t,	@MrsSOsbourne Welcome to Twitter, Sharon!  ...or should i call you Mrs Osbourne?
1630 t,	@Katywhompus As normal as I am, but that isn't saying much.
1631 t,	Goodnight tweets  Too much unexpectedness going on :p
1632 t,	@KengHoe Do we have the coffee as well?
1633 t,	@MrsSOsbourne   Hi Sharon, welcome to twitter....I think you are a beautiful person
1634 t,	Designing my 21st invites..better then uni work  also @markpolchleb weird tute or what?
1635 t,	@harishbnair I think the fastrack ad is excellent. They have nailed STP and execution is clever. Pathbreaking work
1636 t,	@dootybby Why r u up?
1637 t,	says Puppy love!!  arf! arf! http://plurk.com/p/wxjv3
1638 t,	@firefly24: Good luck and God bless!!
1639 t,	About to go watch Up at 12
1640 t,	goodnight all
1641 t,	@felicityfuller am grand thanks, lovely day to be outside  hope u are havin good morn
1642 t,	@mattg00d thanks for replying, I didn't think you would  you defo made my day. btw, FFTL are better with youu, your amazinggg.
1643 t,	@ayyjaygee im a real friend!!!
1644 t,	Ughhh I'm sleepy but can't fall asleep. But in order to watch my girl @taylorswift13 on the today show at 7... I'm forcing myself
1645 t,	@freitasm @stevebiddle prepay FTW, I'm an XT prepaid custy
1646 t,	Ok, I am off to la la land! Good night all
1647 t,	About to head to Sydney. Drinks, friends, ink, Amity Affliction, Getaway Plan and Elora Danan! Fun times await!
1648 t,	playing pet society
1649 t,	Hey @leeetle you rule. And you made me smile today
1650 t,	@StarChild689  THANKS BOO   B4 I DROP THE CALENER, I'LL HAVE SOME ILL POSTERS AVAILABLE. PROBABLY BY NEXT MONTH
1651 t,	Finally finished preparing for tomorrow's barbeque!
1652 t,	@ddlovato Yes Please. Im So Excited (: This Albums Goiing ToO Be The Best Ever.      Arghhh
1653 t,	I'll try not to sleep. haha I'll watch a movie now! haha
1654 t,	stupid boy. like i'd make THAT mistake twice
1655 t,	Freedom comes from seeing the ignorance of your critics &amp; discovering the emptiness of their virtue. I have been free for over 3 yrs now
1656 t,	@bobbyedner Bobby this not good,you're missing all the basketball games! This is not like YOU! Ahaha jaykay (: Goodnight see you manana!
1657 t,	Watching the breakfast club.
1658 t,	@TalindaB Give ryan and chaz a Hi from Felipeintheend
1659 t,	Good morning Friday
1660 t,	@pinkadelalala isn't everyone shuld feel peace,cool n tranquil in mosque? Hmm that's a sign. Only u-kno-what will feel hot-like-hell girl
1661 t,	@mishisherbert HAHA i used to be in love with ff. &amp;i had a chocolate covered donut  aw well i really cant wait to tell you! its alot sorta
1662 t,	@MrsSOsbourne Welcome Mrs Sharon!  so nice to see you here!
1663 t,	Bored since 10. Trying to kill 2 hours before the movie!! 3D glasses fail hahaha   http://twitpic.com/663ek
1664 t,	@eyecon1219 @belletrist9 @Katie0504 all good!  i plan on traveling
1665 t,	@LeftoverPenguin Yup, saw that. Got a couple of weeks, but that's fine. Thanks again.
1666 t,	Grease 2
1667 t,	@yelyahwilliams You guys were amazing tonight in Albuquerque, NM I hope you guys can come again
1668 t,	@itsangelcarter Glad to hear your feeling better.
1669 t,	@_CrC_ Hey shaker man! Good to see ya on twitter!
1670 t,	is gonna sleep goooood tonite lol lol . graduation tmrwwww
1671 t,	It's always a good feeling when you know you're getting things done. Until you do the next one
1672 t,	&quot;longshot&quot;- kelly clarkson. I am so on a clarkson overdose today.
1673 t,	@IMPGirl i'm slowly figuring this out
1674 t,	@lizzzzzzieeee haha i def dont have to fill one outtt. im an officer.
1675 t,	@ankitbathija Morning dude.. am at work
1676 t,	@broski499  it takes a lot of skill and patience.
1677 t,	@azandiaMJBB We're endorsing V8! Ought to give us some freebies!
1678 t,	Your search engine and twitter convert well! Good job John
1679 t,	is in SR watching tv
1680 t,	@astrospacenow Hey there! Thanks for that  It's been very busy over at Discovery, but I need to find more time to blog! I'll get there ;)
1681 t,	Pay day tomorrow!!  lovely.
1682 t,	keepin my eye to the keyhole
1683 t,	@ddlovato No.. one more day of waiting would make it more special  [I'm just kidding.. TALK! haha]
1684 t,	@JamesMW78 aww thanks. Remind to upload those studio mixes for you too.
1685 t,	@Cali_Vegas I will in Auckland which is the biggest city in new Zealand but nothing to L.A I don't think
1686 t,	@LADYoftheDARK dang you are srsly my hero.  thank you so much for taking the time and doing this &lt;333
1687 t,	@headlinepayoff @emokidlynn i'm back  my brain feels like a shit bag but i'm back. how are you?
1688 t,	@elaan dont give up
1689 t,	@PrinceYoung01 &quot;earth song&quot; is my fav. allways touches my heart. michael jackson s voice at its best
1690 t,	@FeignedMischief didn't realise we were competing ;-) .. I had sleeeep  .. How's that compare to @filmstalker hmmm?
1691 t,	my websites FINALLY upgraded to sitefinity 3.6sp2! finally! now i can finally start doing shit with them  i hope... stay tuned!
1692 t,	At Al's w/ Jb and Chelsea
1693 t,	@ddlovato now your really building up the suspense!!... come onnn.. spill the beans i really wanna noooo demiiii!
1694 t,	bring fire, lots of fire for the zombies. they cant hurt when they cant touch because their arms are burnt off
1695 t,	Just got back from the casino with the wife. She won $192
1696 t,	i'm so happy. my dress turned out so beautiful, just like i wanted it to! DISNEY WORLD IN A FEW HOURS!!! i should probs get some sleep...
1697 t,	@djvinceadams Heyyyy SHOWTIME!! Ohhhh me too!! When are you and Cynth booking? Oh, and it looks like I'm heading to LA early July
1698 t,	i watched the hannah montana movie and it was bloddy GOOD! i cried
1699 t,	@mwegner Why? What do you know about it?
1700 t,	my babysistaah @oOohlalaLAUREN is graduating tomorrow! she's so grown up  143 babysisss
1701 t,	@tantemand cool!! I do like to think I'm fun  And no I'm not on there. I should re-join. I used to be years ago
1702 t,	@MrsSOsbourne Welcome we're all glad your here!  &lt;3
1703 t,	woke up far too early. back to work today. with cake.
1704 t,	@RealAnnieDuke Aaaaannnddd, Annie has to explain herself on Twitter, too. Does it ever end for you?
1705 t,	.@SpacieStaycie which one did you like best?
1706 t,	@Spudski Hehe now I'm definitely going to bed
1707 t,	I'm so fucking proud of myself.
1708 t,	@RyFenton Oooo btw, liking the piccys from China, China - were you there by yourself or was the Will man with ye?
1709 t,	@jcwentz naww...thanks!  Us fellow nerds! lol, they were mostly easy, except my graphics exam coz my teacher left 2 have her baby...
1710 t,	is at the lock in
1711 t,	I'm drunk at the spot what is everyone else doing get at me !!!!!! Ur not hard ..... Insider
1712 t,	prayin' to wake up to a few sales tomorrow morning! www.stuffbykate.etsy.com  check it out tweeters
1713 t,	@CarlyVirginia okay i'll follow you to help you achieve your rock star status you want ... maybe you can return favor? good luck
1714 t,	@TheGeeksWife Yep! Every thursday
1715 t,	@shiningthunder
1716 t,	@unsanctified Ah. Well, I could write a note, but I doubt I hold much sway with your prof.
1717 t,	@PerezHilton Kudos! &quot;Edge of 17&quot; among the greatest songs ever!
1718 t,	@cocotteloup Morning  Feeling better today? Haha loved that &quot;Beer/Chocolate Kingdom&quot; thingy. So true of course. Oh how I miss it!!!!!!!!!
1719 t,	@MariaLKanellis You're doing a great job! I love that you take the time to reply to your fans  Its a cool feeling getting a reply!
1720 t,	@xtinabadgirl thank you! Again, good work today.
1721 t,	flat tire on the way to the soda springs..stranded and not really caring, haha.
1722 t,	@fagunbhavsar me too
1723 t,	@1BlkAngel ... hmmmm? don't you got a birth to prep for? @leamonet I have my fav cologne I spray my pillows with  never miss em
1724 t,	will try to don't get take a sunburn at Roland Garros
1725 t,	my mummy made tuna lasagna. she had to do something right today! yummyyyyyyyyyyyyyyyyyyyyyyyyyyyyy!!
1726 t,	@Bendels rly? me get money?  seeee? i said you you're way too nice dory~ damn right, we'll rock up those foreign countries
1727 t,	@atL3x You're the silly one for compromising with a hooker from Kentucky
1728 t,	Pace yourself. It's easy to blast out mega-momentum so hard that you can't keep up!
1729 t,	@saranessrulzs did you follow me already?  hehe *being curious*
1730 t,	@ddlovato Yeah, its been long enough!
1731 t,	Thanks everyone for coming so fast to someone's assistance! You all ROCK!
1732 t,	@iboy Yeah, it's a bit daft - bing it... hmm... Did M$ use a bunch of 5 year olds as their focus group?  http://www.decisionengine.com/
1733 t,	Is a beautiful morning here..a good start to Friday
1734 t,	Seeing UP! with boyfriend!
1735 t,	@thecasabianca congrats!!!!!!! Yaaaayyy
1736 t,	imob like it's my job
1737 t,	@UrbanEyeCandy
1738 t,	@joalby hot pic
1739 t,	@JaylaStarr never fails, smoke up, watch some of your scenes, aaahhh  love it!
1740 t,	@Gwendoliene Yeah, yeah, yeah. Mine does too
1741 t,	@JiMpiSh Sorry! Self recommendations are not supported.  Get recommended here: http://cli.gs/bWbaPB
1742 t,	@SamMahmood erm as in upload speed? i hope batelco has a solid SMO plan, social media can be a killer
1743 t,	@_JAYYTEE YUUPPP  ii gotta suitcase for each type ah item yo...(1) Shirts &amp; SOME hoodies..(2) Jeanz (3)Kicks pt.1 &amp; 2
1744 t,	@EAJosh I forgot to mention this, but that love cut and paste tweet was amazing just so you know
1745 t,	Doug graduated today in Princeton!! It was beautiful! I am so proud of my little brother.. so proud
1746 t,	After a mini battle... I now know how to tie a bow tie. Look out everyone...
1747 t,	Okay so I just ate 2 pieces of cornbread I made this past Sunday LOL it wasn't growing any hairs n green dots so I got my grub on
1748 t,	@ItalianaBella81 sweet dreams
1749 t,	I love &quot;Thinks...&quot; cos it mixes literature and cognitive science. Quite thought provoking.
1750 t,	@ddlovato Ready as ill ever be.
1751 t,	@FaeryQueen07  good @Mattdavelewis is deserving he is such a cute and sweet guy(and yes Matt i am flirting with you) hahahaha lol  XX
1752 t,	@Natalie_Brown doing great. Beautiful night tonight! Ready to sleep. Hope ur well!!
1753 t,	After 16 Months trading A/c still in RED but atleast 4 figures
1754 t,	@gandy Good to meet you last night
1755 t,	This is what Todd did post-Toadies. Taz from Reverend Horton Heat on drums for the bonus. Love it.  ? http://blip.fm/~78qjr
1756 t,	@jessstaaa I'm friends with all kinds of people. I'm just friends with people in general
1757 t,	@gozzipgangster I'll pray with u.  H&amp;M isn't that fast. Ask my daughter. ;-)
1758 t,	@Epy94 i sure fucking am your best friend
1759 t,	.@greystonebar me too!! thanks also for the follow. i see you will be hosting one of .@MoocherGirl's tweetups?
1760 t,	has a job interview tomorrow  possible photoshoots coming up
1761 t,	@RamenCreation check my dA!
1762 t,	day 2 of good eating down
1763 t,	@melaniemayron52 think it is easier through the web
1764 t,	the danbury mint: DEDICATED to helping collectors find meaningful keepsakes of lasting quality AND wasting money on coins &amp; toy cars!
1765 t,	@naiomifarrait and @sararachelgrant so much fun with you two tonight  be prepared to be glam tomorrow.
1766 t,	@Alyssa_Milano Darn you and your Dodgers!!!!!!!! Good game good game. Tomorrow you get a day game in Wrigley, I am predicting a Cubs win!
1767 t,	What A Fucking Night.  J. Dilla Rest In Peace!!!!
1768 t,	@Jayman888 hadn't seen the beavers story, I was on Radio 2 last week for @march4justice will try and get on -@wossy Radio2 show
1769 t,	Booed up lol
1770 t,	@jaykpurdy just got yur comment on myspace, thank you! glad you know i support you guys 100% no matter what!
1771 t,	@laynelev You were missed.
1772 t,	@ddlovato oh come on tell mee plz plz plz
1773 t,	got a filling today...no numbing..just the drill and my tooth
1774 t,	@Reptitude I knew you were @-ing us.  'Twas a good conversation!
1775 t,	mornin every1 yahhhhhhhhh haHA pure still tired but gta go owt at 10 me m8s nockin urggg cba tho
1776 t,	@cheeaun everything in .js. definitely a feature like that is possible
1777 t,	@jldavid Hawaii rocks! hmm... thinking HTA should help u convince Microsoft to move conferences here eh? it helps w/ employee morale no?
1778 t,	10 minutes until the weekend!
1779 t,	@whitpaige11 Sorry to hear that you didn't get VP, but congrats on getting the next best office!
1780 t,	@shiningthunder The accidental one was pretty too. &lt;333
1781 t,	is going to youth
1782 t,	@drowranger thanks! Too bad all the snow is gone right?
1783 t,	talking to kori on the phone
1784 t,	@pollyrf i know! But you sound like you're having a glorious time!
1785 t,	Summerrr time! Ah finally going to bed
1786 t,	Boo! Gotcha...  Mornin' all... *yawn* V tired but awake and doing stuff. Bonus. And it's Friday! Things're looking up!
1787 t,	@ItsIMANIrose and that's exactly y Me and My PT Self Roll with TEAM IMANI
1788 t,	@ghostbuster78 LOL No comment
1789 t,	Tired but I can't stop watching this show I swear I'm addicted to it bones is on for two hours! Love it!!!
1790 t,	bed time for ryan
1791 t,	1 quart of orange juice in the freezer for 1 hour = WIN
1792 t,	@jhicks  i will think of you on Sunday!   Who are you by the way?  i am Val.
1793 t,	@shayboogs hahah I know Shay   And i luv the humor. luv it. Keep it griddy baby!
1794 t,	@LittleBurger Happy Birthday Mystery one!  lol Enjoy ur day and kick it hard!
1795 t,	@ddlovato omg im so excited to hear the titles  i have been waiting so longgg!
1796 t,	@JustDes Morning  Sigh, I envy your disciplined life, brisk walks and all!
1797 t,	@Wortho33 damn it... I knew I jumped on @rustyhinder 's ship too quickly
1798 t,	my dad became an australian citizen today, he wont stop saying aussie aussie aussie, i may have to deck him
1799 t,	@coreygledhill haha, no, they're funny.  I like hearing what people reading have to say, so it's totally fine
1800 t,	@ranglin awesome, thanks for that!
1801 t,	@MrsSOsbourne welcome to twitter
1802 t,	Pantene Pro V shampoo smells like a field of happiness..... on your head
1803 t,	@memelacour lol well i used ur link ;) the other site works tho i got like 20 or 25 already
1804 t,	@ddlovato YES PLEASE
1805 t,	back to doing web design
1806 t,	@SuP3rK Hey!!!!!  I'm out par-taying!!!
1807 t,	oh i did find one 80s picture...here i am studying at U of Oregon (or maybe just reading a newspaper)   http://bit.ly/14FQ8p
1808 t,	@tiffanylue Ok thanks
1809 t,	Gonna go learn how to ride a motorcycle all by myself. Pray i don't crash and die?
1810 t,	Follow the Leader
1811 t,	Yay...got an early mark from work! Weekend...here I come
1812 t,	Sitting in a cafe and &quot;working&quot;, watching the storm roll in
1813 t,	Snow Patrol was great yesterday..  Loved them... The support act was weird xD Didn't like them!
1814 t,	@babyscratch ha ha fa realz...gotta meet up wit the homies in BEGAS real soon, so i def gotta go swoop up ma sis!
1815 t,	@Rocktress you're welcome  you did really good!


